model,row_id,Subject,deleted_position,term,dfbetas,abs_dfbetas
left_main,486,128026,132,c_ICV,-0.0074395504301513525,0.0074395504301513525
left_main,486,128026,132,c_left_hpc_vs,0.004094762727513324,0.004094762727513324
left_main,487,187547,133,c_ICV,0.023887883920331466,0.023887883920331466
left_main,487,187547,133,c_left_hpc_vs,-0.044091958554748574,0.044091958554748574
left_main,488,129129,134,c_ICV,-0.030704590065200647,0.030704590065200647
left_main,488,129129,134,c_left_hpc_vs,-0.0350310765466705,0.0350310765466705
left_main,489,104416,135,c_ICV,-0.03311255021710227,0.03311255021710227
left_main,489,104416,135,c_left_hpc_vs,-0.03262086686860973,0.03262086686860973
left_main,490,687163,136,c_ICV,0.006821267853313916,0.006821267853313916
left_main,490,687163,136,c_left_hpc_vs,-0.012261498766740613,0.012261498766740613
left_main,491,102816,137,c_ICV,0.004595778032657935,0.004595778032657935
left_main,491,102816,137,c_left_hpc_vs,0.010314106164437932,0.010314106164437932
left_main,492,144731,138,c_ICV,-0.010488293629069357,0.010488293629069357
left_main,492,144731,138,c_left_hpc_vs,-0.0351563567385226,0.0351563567385226
left_main,493,195041,139,c_ICV,-0.05341998381812942,0.05341998381812942
left_main,493,195041,139,c_left_hpc_vs,-0.026634079440719455,0.026634079440719455
left_main,494,121921,140,c_ICV,0.046587820467638,0.046587820467638
left_main,494,121921,140,c_left_hpc_vs,-0.04810137618557415,0.04810137618557415
left_main,495,789373,141,c_ICV,0.05601254847191886,0.05601254847191886
left_main,495,789373,141,c_left_hpc_vs,-0.040916839622405186,0.040916839622405186
left_main,496,322224,142,c_ICV,-0.047184706090494834,0.047184706090494834
left_main,496,322224,142,c_left_hpc_vs,-0.02803031582520339,0.02803031582520339
left_main,497,114217,143,c_ICV,0.036519885182645526,0.036519885182645526
left_main,497,114217,143,c_left_hpc_vs,0.05441969921407944,0.05441969921407944
left_main,498,942658,144,c_ICV,0.021620390744158703,0.021620390744158703
left_main,498,942658,144,c_left_hpc_vs,-0.03788714614796335,0.03788714614796335
left_main,499,196750,145,c_ICV,-0.009316200493770525,0.009316200493770525
left_main,499,196750,145,c_left_hpc_vs,-1.6951763597817352e-4,1.6951763597817352e-4
left_main,500,912447,146,c_ICV,0.0453098119527273,0.0453098119527273
left_main,500,912447,146,c_left_hpc_vs,-0.023332029583623997,0.023332029583623997
left_main,501,205220,147,c_ICV,-0.004984502008970176,0.004984502008970176
left_main,501,205220,147,c_left_hpc_vs,0.005051887473869474,0.005051887473869474
left_main,502,381543,148,c_ICV,-0.008521112202654064,0.008521112202654064
left_main,502,381543,148,c_left_hpc_vs,4.950471316015644e-4,4.950471316015644e-4
left_main,503,299154,149,c_ICV,0.038990696407807814,0.038990696407807814
left_main,503,299154,149,c_left_hpc_vs,-0.03275737595009815,0.03275737595009815
left_main,504,765056,150,c_ICV,-0.030093473121359307,0.030093473121359307
left_main,504,765056,150,c_left_hpc_vs,0.01760939626355114,0.01760939626355114
left_main,505,660951,151,c_ICV,0.020015463704311686,0.020015463704311686
left_main,505,660951,151,c_left_hpc_vs,-0.03794715618222668,0.03794715618222668
left_main,507,118124,152,c_ICV,-0.06998800608310786,0.06998800608310786
left_main,507,118124,152,c_left_hpc_vs,-0.01308033148882907,0.01308033148882907
left_main,508,134425,153,c_ICV,0.028067390000308848,0.028067390000308848
left_main,508,134425,153,c_left_hpc_vs,0.03055605702674455,0.03055605702674455
left_main,509,192843,154,c_ICV,-0.002594274494351238,0.002594274494351238
left_main,509,192843,154,c_left_hpc_vs,-0.009244447529006852,0.009244447529006852
left_main,510,111413,155,c_ICV,-0.005584330576296427,0.005584330576296427
left_main,510,111413,155,c_left_hpc_vs,0.0037296243809799524,0.0037296243809799524
left_main,511,161731,156,c_ICV,0.0018352213755250398,0.0018352213755250398
left_main,511,161731,156,c_left_hpc_vs,0.010479231487494838,0.010479231487494838
left_main,512,599065,157,c_ICV,-0.027449353555740675,0.027449353555740675
left_main,512,599065,157,c_left_hpc_vs,0.016430966404212703,0.016430966404212703
left_main,513,346137,158,c_ICV,0.008393445308948734,0.008393445308948734
left_main,513,346137,158,c_left_hpc_vs,-0.034269524002203955,0.034269524002203955
left_main,514,615744,159,c_ICV,0.017838306616345383,0.017838306616345383
left_main,514,615744,159,c_left_hpc_vs,-0.03636495337079202,0.03636495337079202
left_main,515,212318,160,c_ICV,-0.001315683564061492,0.001315683564061492
left_main,515,212318,160,c_left_hpc_vs,0.008194891278706817,0.008194891278706817
left_main,516,894673,161,c_ICV,-0.021453832532281038,0.021453832532281038
left_main,516,894673,161,c_left_hpc_vs,-0.028432509206301533,0.028432509206301533
left_main,517,250932,162,c_ICV,-0.027482896848233993,0.027482896848233993
left_main,517,250932,162,c_left_hpc_vs,-0.03129523231015748,0.03129523231015748
left_main,518,871762,163,c_ICV,0.028205378365038128,0.028205378365038128
left_main,518,871762,163,c_left_hpc_vs,-0.034681299128999976,0.034681299128999976
left_main,519,186444,164,c_ICV,-0.028555896746115278,0.028555896746115278
left_main,519,186444,164,c_left_hpc_vs,-0.023677641869848543,0.023677641869848543
left_main,520,702133,165,c_ICV,-0.008608227602001747,0.008608227602001747
left_main,520,702133,165,c_left_hpc_vs,0.002389145137033798,0.002389145137033798
left_main,521,177241,166,c_ICV,-0.025958586317307648,0.025958586317307648
left_main,521,177241,166,c_left_hpc_vs,0.018366763806968854,0.018366763806968854
left_main,522,156233,167,c_ICV,-0.009536335306566387,0.009536335306566387
left_main,522,156233,167,c_left_hpc_vs,-0.0015733325391744084,0.0015733325391744084
left_main,523,117324,168,c_ICV,0.07052920165267598,0.07052920165267598
left_main,523,117324,168,c_left_hpc_vs,0.026525539414863266,0.026525539414863266
left_main,524,628248,169,c_ICV,0.03391537952159381,0.03391537952159381
left_main,524,628248,169,c_left_hpc_vs,-0.018411892922138868,0.018411892922138868
left_main,525,122317,170,c_ICV,-0.016349025419473646,0.016349025419473646
left_main,525,122317,170,c_left_hpc_vs,0.04945641778843862,0.04945641778843862
left_main,526,731140,171,c_ICV,0.008490529157251374,0.008490529157251374
left_main,526,731140,171,c_left_hpc_vs,0.028252862866019822,0.028252862866019822
left_main,527,336841,172,c_ICV,-0.009629058017414427,0.009629058017414427
left_main,527,336841,172,c_left_hpc_vs,-0.0020715763526731427,0.0020715763526731427
left_main,529,192136,173,c_ICV,-0.07019754593456973,0.07019754593456973
left_main,529,192136,173,c_left_hpc_vs,0.031156164964844156,0.031156164964844156
